Tweet,Target 1,Stance 1,Target 2,Stance 2,Test/Train/Dev
Russia has been using cluster bombs in Ukraine since 2014,Russia,AGAINST,Ukraine,FAVOR,Train
"Nope, admit Ukraine and any other country in the region that wants to join after seeing what Russia will do to them next",Russia,AGAINST,Ukraine,FAVOR,Train
"All the comparison to Cuban Missile crises in this war is completely wrong. The US never attacked Cuba, there was only a blockade. Russia attacked Ukraine, exceeded what US or West has done. None of their escalation is justified.",Russia,AGAINST,Ukraine,FAVOR,Train
That's fucking stupid. russia has been using cluster munitions since day 1 of the full scale war. The amount of UXO left behind by russia already would dwarf any left by Ukraine ON UKRAINIAN TERRITORY by a wide margin. Just concern trolling at this point.,Russia,AGAINST,Ukraine,FAVOR,Train
Why exactly did Russia invade Ukraine? That's a narrow view of the story Geraldoh,Russia,AGAINST,Ukraine,FAVOR,Train
"It's war, things get captured NATO has already dissected every bit of weaponry Russia has, since they threw it all at Ukraine in the last year. Both sides do it.",Russia,NONE,Ukraine,NONE,Train
That's fucking stupid. russia has been using cluster munitions since day 1 of the full scale war. The amount of UXO left behind by russia already would dwarf any left by Ukraine ON UKRAINIAN TERRITORY by a wide margin. Just concern trolling at this point.,Russia,AGAINST,Ukraine,FAVOR,Train
I oppose this invasion like any sane person. But please mind that Crimea used the Western created Kosovo precedent. #Ukraine #Russia,Russia,AGAINST,Ukraine,FAVOR,Train
Russia could just leave Ukraine.,Russia,AGAINST,Ukraine,FAVOR,Train
Ukraine is part of Europe and there is a war there right now. Just wanted to point out Russia brought a war to Europe already but you're not outraged by them?,Russia,AGAINST,Ukraine,FAVOR,Train
"I'm with you. Let Ukraine nuke Russia. They'll nuke all the heavily populated cities here. No more Russia, no more cities in America. Win win.",Russia,AGAINST,Ukraine,FAVOR,Train
"Go away, we do stand with ukraine. Standing with russia is for losers.",Russia,AGAINST,Ukraine,FAVOR,Train
Thousands of children were kidnapped in Ukraine and deported to Russia at the beginning of the invasion.,Russia,AGAINST,Ukraine,FAVOR,Train
I assure you EVERY single person who's whining about the cluster bombs being sent to Ukraine has not ONCE said a word about Russia targeting civilians with them.,Russia,AGAINST,Ukraine,FAVOR,Train
Didn't the USA make a promise not to expand NATO? So we and Ukraine the good guys and Russia are the bad guys? This isn't a movie where everything is so easy. We played a role in this mess¡ª and the warmongers in Congress are enjoying every minute of it.,Russia,NONE,Ukraine,NONE,Train
"The US, Ukraine, Russia, and a hundred other countries aren't signatories to that treaty and thus are not bound by it. Stop with the false equivalency.",Russia,NONE,Ukraine,NONE,Train
"Warmonger. You want to start WW3. Let Russia finish cleaning Ukraine, or tell Zelensky to negotiate for peace. You are scum @LindseyGrahamSC",Russia,FAVOR,Ukraine,AGAINST,Train
"Many people have said that Russia is running out if shells for like a year now. Well they havent, that's pretty obvious. Now why should we all jump on saying that Ukraine will run out if shells. If we treat it by russian standards then they still have a years worth",Russia,FAVOR,Ukraine,AGAINST,Train
"Russia completely underestimated the extent other countries, including the U.S., would back and equip Ukraine. It took longer than Ukraine would've liked but Russia is bringing the full extent by raping and killing civilians and creating environmental disasters.",Russia,AGAINST,Ukraine,FAVOR,Train
"Sure, as soon as Russia leaves ukraine and pays for damages and provide all those who have committed war crimes",Russia,AGAINST,Ukraine,FAVOR,Train
"Losing is one thing but a stolen election is another. They lied about the Russia hoax, Ukraine phone call, Covid, efficacy of Covid, origins of Covid, J6, suppressing political opponents, but I'm sure they're being honest about our elections",Russia,NONE,Ukraine,NONE,Train
WARMONGER! Russia had it's own weapons. The us is fighting this proxy war by sending weapons to Ukraine. Peace should be the desired outcome.,Russia,NONE,Ukraine,NONE,Train
"Donbas was, is and will remain part of ukraine. It was russia who invaded ukraine and then the puppet donbas republic was created.",Russia,AGAINST,Ukraine,FAVOR,Train
Save people on flight MH17 from terrorists in Eastern Ukraine. Ukraine was a peaceful country until state funded Wagner infiltrated the East. They attacked both sides to cause tensions and ultimately when Ukraine almost ended hostilities - Russia shelled across the border.,Russia,AGAINST,Ukraine,FAVOR,Train
Huge disagree! Putin has repeatedly claimed Ukraine has no right to exist. It was never about NATO. Full NATO membership would have prevented this war. And nothing less than full membership can guarantee Russia won't try again.,Russia,AGAINST,Ukraine,FAVOR,Train
How does that excuse Russia from invading independent Ukraine?,Russia,AGAINST,Ukraine,FAVOR,Train
"Rest in Peace Heroes of Ukraine. and the un messed up again, what is wrong with those people, everyone from the un involved need to get fired and investigated for ties to russia",Russia,AGAINST,Ukraine,FAVOR,Train
"But Zelensky tried to reach a deal. Russia insisted on terms that would subordinate Ukraine via ""federal"" status for DNR/LNR controlled by Russia. Then Russia escalated the bombardment of Donbas, in an attempt to force Ukraine to accept those terms.",Russia,NONE,Ukraine,NONE,Train
This was because Russia was dropping CBUs on Ukrainian civilians in residential areas. How likely is it that a US made CBU dropped inside Ukraine would kill any Russian civilians?,Russia,AGAINST,Ukraine,FAVOR,Train
"Then stop russia in Ukraine, genius.",Russia,AGAINST,Ukraine,FAVOR,Train
"These are the type that explode on impact with only a 2% dud rate. I think both countries have weighed the risk. Ukraine is in a fight for their existence, if they think they need them to defend themselves then we should give them. If Russia has a problem with it they can go home",Russia,AGAINST,Ukraine,FAVOR,Train
That HAS NEVER HAPPENED before. Just like RUSSIA INVADED UKRAINE HAD NOT. Tempi Cambi.,Russia,AGAINST,Ukraine,FAVOR,Train
Russia can leave Ukraine and stop attacking it WHENEVER THEY WANT. That would be a peaceful solution. No one is forcing Russia to attack another country!,Russia,AGAINST,Ukraine,FAVOR,Train
"That's Russia's  propaganda, not reality. Ukrainians with Russian ancestry are not Russia's people, and were not facing any sort of persecution by Ukraine. And Putin doesn't even care about the Russian people *in Russia*. He only cares about his own power.",Russia,AGAINST,Ukraine,FAVOR,Train
"Talking points? They're called facts that you could look up yourself if you weren't so deep in the cult. You didn't even know Russia and Ukraine had a peace deal back in April 2022. Do you see how your cult lies to you? Wake up, leave the cult, you'll be mentally stable again",Russia,NONE,Ukraine,NONE,Train
"Not sure why all the fuzz about cluster ammunition given to Ukraine. Russia makes use of incendiary, cluster, depleted uranium ammunition aside from lobbing missiles into cities, booby trapping troop mines and performs extrajudicial killings of civilians. I mean, come on world.",Russia,AGAINST,Ukraine,FAVOR,Train
Russia can get out of Ukraine now and your money will be spared.,Russia,AGAINST,Ukraine,FAVOR,Train
Seriously you are trolling¡­.what a hell is going on?you believe that?younare just a http://clown.you think Russian will stop?or Europeans are going to fight again Russia for Ukraine?hahahahaha¡­.continue dreaming,Russia,NONE,Ukraine,NONE,Train
"Russia use cluster bombs from day 1 for already more than year, same as jets and rockets. Still Ukraine not just hold but strike back. Provide f-16 and ATACAMs and Ukraine will win quicker with less losses from both sides",Russia,AGAINST,Ukraine,FAVOR,Train
"TLDR: Ukraine and Russia have irreconcilable differences over security, and for Russia to get their want, they'd need to end Ukrainian independence, and possibly identity. As such, Ukraine isn't going to care about how long this war is going to take, no matter if Putin does.",Russia,NONE,Ukraine,NONE,Train
"Russia invaded Ukraine BEFORE any NATO base in Ukraine ¡­ if United States will invade Cuba, then you can compare the two situations",Russia,AGAINST,Ukraine,FAVOR,Train
"And it's Ukraine, not The Ukraine. You know, like not The France, The Poland, The Switzerland. Not even The Russia.",Russia,NONE,Ukraine,FAVOR,Train
"Relevance be current if we are to go back in history , Iran Iraq Afghanistan lybia Syria millions of civilians killed coz of USA feed and selfishness and now Russia and Ukraine it's sad that an African can support that then there are sanctions killing millions",Russia,NONE,Ukraine,NONE,Train
"Biden tells CNN sending cluster munitions to Ukraine was a ""difficult decision"" but says ""they needed them"" in counteroffensive against Russia",Russia,AGAINST,Ukraine,FAVOR,Train
You never said that when Russia invaded Ukraine. I wonder why.,Russia,AGAINST,Ukraine,FAVOR,Train
"I bet you a million dollars they will not vote on adding Ukraine to NATO, they will not declare war on Russia and they will not initiate WWIII. Why do bluechecks only lie?",Russia,NONE,Ukraine,NONE,Train
"If we had sent more and better weapons earlier, and if we had ramped up ammo production earlier, maybe we wouldn't feel obligated to send cluster munitions now. Better yet: fascist Russia shouldn't have invaded Ukraine.",Russia,AGAINST,Ukraine,FAVOR,Train
"Russia use cluster bombs from day 1 for already more than year, same as jets and rockets. Still Ukraine not just hold but strike back. Provide f-16 and ATACAMs and Ukraine will win quicker with less losses from both sides",Russia,AGAINST,Ukraine,FAVOR,Train
"*Russia: relentlessly bombs Ukrainian cities and civilians with cluster bombs *I sleep* Ukraine asks for them to help clear trenches and fortifications of enemy soldiers and combatants *wArCrImE1! how HeInOuS!""",Russia,AGAINST,Ukraine,FAVOR,Train
Russia is successor state of USSR. So only Russia was allowed to have nukes. Fair? Maybe not. But is the #NPT fair? Why France may have nuclear weapons? But not Germany or Bolivia? #Ukraine #Russia,Russia,AGAINST,Ukraine,FAVOR,Train
"Jesus, you think Russia has the capability to embark on WW3 when they can't take Ukraine?",Russia,NONE,Ukraine,NONE,Train
"The Ukraine counter offensive failed miserably. This is an effort to draw us into, and essentially formalize, what heretofore was a proxy war between the U S and Russia. It can't be because Russians crossed into Ukraine, because we let thousands of illegals in every day here.",Russia,FAVOR,Ukraine,AGAINST,Train
"The war never should've happened Ukraine only needed to agree, not to join NATO. Can you blame Russia for not wanting countries like the US sitting on their borders with weapons? We almost had the Bay of Pigs over Russia putting weapons into Cuba. Really not much different.",Russia,FAVOR,Ukraine,AGAINST,Train
This is why you are completely out of touch with Americans and Donald Trump. We should not be sending money to Ukraine to help our government members line their pockets with taxpayer money and we shouldn't be trying to add them to NATO when they are at war with Russia!,Russia,NONE,Ukraine,AGAINST,Train
I agree 100% (& not just cuz I have ADHD) .. I care about ending US proxy war w/ Russia in Ukraine (& no .. I don't support Putin) - I care about the humanitarian crisis at the southern border .. violent crime & homeless vets .. energy independence & economic prosperity ..,Russia,AGAINST,Ukraine,NONE,Train
The war was going to happen the moment Russia invaded. We didn't choose that. We might as well give Ukraine the better edge.,Russia,AGAINST,Ukraine,FAVOR,Train
"To be fair, if Ukraine wins, Russia will probably be paying that. If Ukraine loses... The debt will probably be forgiven under the lend-lease act.",Russia,NONE,Ukraine,NONE,Train
We promised Russia in the nineties that NATO wouldn't expand if Russia withdrew its troops from E Germany. Russia withdrew and NATO expanded about a thousand miles. Putin finally said Nyet when Zelenskyy and Biden foolishly started talking about Ukraine joining NATO.,Russia,FAVOR,Ukraine,AGAINST,Train
"Am I wrong to think that, under Article 5, Ukraine joining NATO would automatically put us into a war with Russia?",Russia,AGAINST,Ukraine,FAVOR,Train
Right. So go convince #Putin to take his ass out of #Ukraine. Quickest way to end this war. Don't ask Ukraine to give up territory #Russia illegally invaded.,Russia,AGAINST,Ukraine,FAVOR,Train
You get a bunch of complicated of conspiracy theories when all Russia has to do is get out of Ukraine to establish lasting peace.,Russia,AGAINST,Ukraine,FAVOR,Train
"Russia invaded Ukraine in the same way that an armed thief breaks into your home, rapes your wife, steals your children, threatens to kill you and burns down the neighbourhood. Yet you're not allowed to use ANY weapon to protect yourself? Get real people.",Russia,AGAINST,Ukraine,FAVOR,Train
"When Russia used them Ukraine and the US cried war crimes, now I guess all those allegations can be dropped. We wouldn't want a warrant for Volod to face the ICC would we .....",Russia,NONE,Ukraine,NONE,Train
"It is illegal for another country to invade another sovereign state. How about the UN lives up to it purpose and ejects Russia from Ukraine by force then there would be no need for retaliatory attacks in kind and no mine fields, no attacks on civilians, no rape, no torture.",Russia,AGAINST,Ukraine,FAVOR,Train
"The main difference is that Ukraine invited 'the West at large' but they did not invite 'the Russian Federation'. So, stop gate crashing the party, you are not welcome, go home.",Russia,AGAINST,Ukraine,FAVOR,Train
"To be fair, adding Ukraine right now to NATO would not be a way to get Russia to stop their invasion. But yeah some of my fellow conservatives think that Russia is some great arbiter of conservatives, which is weird for a country that was communist until 30 years ago",Russia,AGAINST,Ukraine,FAVOR,Train
The agreement did not stop Russia from invading. Give Ukraine their nukes back so they can mushroom Russia.,Russia,AGAINST,Ukraine,FAVOR,Train
Are you saying thats why russia invaded? Or do you ignore ukraine doing that to donbass for 8 years???,Russia,AGAINST,Ukraine,AGAINST,Train
Why don't you help Russia to finish the job they started in killing the Ukrainians to occupy Ukraine? You don't have to attack our President to do it so. Biden didn't do anything wrong. Stopped!,Russia,NONE,Ukraine,NONE,Train
Get out of Ukraine.,Russia,AGAINST,Ukraine,FAVOR,Train
"I have a family in Ukraine and I am Ukrainian. What Tucker is saying is propaganda. He takes facts, puts them upside down and pisses to people brains. Russia does the same in their propahanda.",Russia,AGAINST,Ukraine,FAVOR,Train
"America is at war with Russia. I give it 24 months or less until our boys, in MASS are in Ukraine. They are already there in numbers but not mass numbers.",Russia,AGAINST,Ukraine,FAVOR,Train
Russia is already using cluster munitions against Ukraine.,Russia,AGAINST,Ukraine,FAVOR,Train
He's one of those people that doesn't see a difference between Russia and Ukraine and is happy to supply them weapons because they are killing eachother with them,Russia,NONE,Ukraine,NONE,Train
Don't pretend you speak for all Americans. I support Ukraine in the war Russia instigate. I am weary from the hate & anger you constantly stoke.,Russia,AGAINST,Ukraine,FAVOR,Train
Are they lying that Russia invaded Ukraine?,Russia,AGAINST,Ukraine,FAVOR,Train
Russia is using them and at least Ukraine is going to record where they land them.,Russia,NONE,Ukraine,NONE,Train
"Oh no they're just committing the most heinous warcrimes of the century against a US Ally, for the crime of ""not wanting to be a Russian vassal state"" I mean Ukraine didn't do anything to Russia either, but here we are... Russia can stop being the enemy by just leaving the war",Russia,AGAINST,Ukraine,FAVOR,Train
"The US ousting the Ukrainian president and taking control of Ukraine, that should help you understand Russia's actions.",Russia,FAVOR,Ukraine,AGAINST,Train
"My goodness, if Russia is as weak as you say, you and NATO still haven't achieved anything in 500 days? Russia is staving you out. Right now, you've lost the world, we don't care about Ukraine, so Russia is winning bothways.",Russia,FAVOR,Ukraine,AGAINST,Train
"Yes the US is the arsenal of democracy, and should make it very obvious to Russia and China where the red lines are. That Ukraine has shortages undermines American commitment to its own values",Russia,NONE,Ukraine,NONE,Train
"Alex Christoforou, a geopolitical reporter from Cypress claims Zelenskyy is a huckster who is beating the drum for war with Russia to pocket the money. He makes a good point. He also points out that Russia was instigated into this by past US involvment in Ukraine.",Russia,FAVOR,Ukraine,AGAINST,Train
I'm all for it. If Russia can use them. Against Ukraine then why can't they use them against Russia. I think they should use napalm against Russia.,Russia,AGAINST,Ukraine,FAVOR,Train
Isn't that why Russia is at war with Ukraine? Because Putin knew the 2014 Ukraine insurrection was just the beginning of the West's effort to add Ukraine to NATO.,Russia,FAVOR,Ukraine,AGAINST,Train
Why is Russia using them against Ukraine already?,Russia,AGAINST,Ukraine,FAVOR,Train
I don't think Ukraine will beat Russia in this war bcoz there is alot going on in Europe itself and they can't risk sending there troops to Ukraine; on the other hand there's America who's sending cluster bombs to Ukraine. Let's see what'll happen in future. #Russia #ukraine,Russia,NONE,Ukraine,NONE,Train
"How will the U.S. extract itself, if ever, from this conflict, which is looking like a quagmire every day? Ukraine must realize that some territory since 1991 will never be theirs again. Crimea was lost to Russia during the Obama-Putin bromance, and so began the slippery slope.",Russia,FAVOR,Ukraine,AGAINST,Train
"Only if Russia will pay all the damages they have done! ""Leave Ukraine as soon as possible!!!""",Russia,AGAINST,Ukraine,FAVOR,Train
Ukraine is corrupt to its core. Zelenskyy is corrupt to the core. I'm not saying Russia is the good guy. I'm saying that you can't give money to a corrupt government without consequences (ie- spending spree of $40k by the Mrs.) He closed the media and jailed his opponents. So¡­,Russia,AGAINST,Ukraine,AGAINST,Train
"There are more Russian mines killed civilians than cluster bombs. Russian war criminals killed 100k Ukraine. Does this data worry you? If Russia criminals take more Ukraine city, and kill more civilians like another 100K, blow up the zz plan like the dame, does this worry you?",Russia,AGAINST,Ukraine,FAVOR,Train
I don't care about Ukraine at all. No one would notice if Russia took all of Ukraine,Russia,FAVOR,Ukraine,AGAINST,Train
"I agree. But Ukraine cannot push for peace since Russia invaded them. The peace initiative must come from NATO and the US.The obvious thing to do and it should have been done 10 years ago, is to include Russia in NATO. Then Russia feels safe and no need to invade Ukraine.",Russia,AGAINST,Ukraine,FAVOR,Train
"On December 5, 1994 the leaders of Ukraine, Russia, Britain, and the United States signed a memorandum to provide Ukraine with security assurances in connection with its accession to the NPT as a non-nuclear weapon state. The four parties signed the memorandum,",Russia,NONE,Ukraine,NONE,Train
Crimea was also annexed by Russia. Crimea falls under the same agreements as Ukraine. Being under Ukraine rule.,Russia,AGAINST,Ukraine,FAVOR,Train
"Ukraine isn't really going to have a future after this, huh? Like the country is basically destroyed and I feel like the college educated and technologically skilled are just going to leave instead of staying and rebuilding. Much like Russia but they're already Westernized.",Russia,AGAINST,Ukraine,FAVOR,Train
Draino isn't upset about Russia committing war crimes. He isn't upset about Russia invading Ukraine. .... why is that? His comrades know why.,Russia,AGAINST,Ukraine,FAVOR,Train
"Pictures like this always leave out that the 1990-2004 countries spent 1945-1990 under Russian occupation. Ukraine, Georgia, and other colonies have been occupied since 1922. NATO ""enlargement"" is more aptly titled ""Liberation from Russia.""",Russia,AGAINST,Ukraine,FAVOR,Train
"Russia has no reason or will to move on to any ""next target"" except maybe Georgia. Once Ukraine loses its ambition to join NATO Russia will lose it's reason for the war.",Russia,FAVOR,Ukraine,AGAINST,Train
If you really give a shit about humanity let's hear more from you about Palestine¡­ but the fact is you don't. Ukraine is your war to fight Russia.,Russia,NONE,Ukraine,NONE,Train
Ukraine should surrender. Florida Stands with Russia.,Russia,FAVOR,Ukraine,AGAINST,Train
Russia could just get out of Ukraine and peace would prevail .,Russia,AGAINST,Ukraine,FAVOR,Train
"Once Ukraine is in, Russia armies are free to hunt Americans heads.",Russia,NONE,Ukraine,NONE,Train
"The HOA across the street from me banned ppl from using pesticides on their lawns... but if I'm not in the HOA that means nothing... In a totally unrelated note, neither Russia, nor Ukraine, the US, India, China, or other NATO Members like Turkey or Poland have signed that either",Russia,NONE,Ukraine,NONE,Train
Is it not true that Russia has been using Cluster munitions in Ukraine for months?,Russia,AGAINST,Ukraine,FAVOR,Train
Russia has a big a claim over Alaska as it has over Ukraine sovereign territory . So why should USA negotiate with Russia over Alaska?,Russia,NONE,Ukraine,NONE,Train
"We don't want #clustermunitions used in Ukraine - but we want Russia out of Ukraine even more and are happy that they are being sent. This situation, that shocks you and spoils your latte, is 100% a result of Russia's illegal & genocidal invasion of its neighbour, btw.",Russia,AGAINST,Ukraine,FAVOR,Train
Ukraine can not be in NATO. Ukraine/Russia treaty.,Russia,FAVOR,Ukraine,AGAINST,Train
What about people in Ukraine and Russia? Stop giving Cluster Bombs to Ukraine. You are committing crime against humanity.,Russia,NONE,Ukraine,AGAINST,Train
are cluster bombs being used by Russia in Ukraine ? If so... who cares if Ukraine does too,Russia,AGAINST,Ukraine,FAVOR,Train
Nobody said Trump was going to start WW3. Pushing Russia out of Ukraine wouldn't be WW3. Trump is a corrupt criminal.,Russia,AGAINST,Ukraine,FAVOR,Train
This war have to end and Russia can not win. Europe have to support Ukraine not the U.S. so yes to the cluster bombs from Europe.,Russia,AGAINST,Ukraine,FAVOR,Train
"You're wrong on this one, just like Iraq and Afghanistan. Except we're in a proxy war in Ukraine against Russia and China. And by the way, Ukraine has long been the most corrupt country in Eastern Europe. Where are the peace talks?",Russia,FAVOR,Ukraine,AGAINST,Train
"Whether the Azov Brigade is still associated with nazi idiology or not, there isn't anyone in Ukraine more far right than Russia is right now...",Russia,AGAINST,Ukraine,FAVOR,Train
Ukraine not being NATO member makes NATO/US war against Russia possible without NATO actually participating in the conflict. Main reason Ukraine will not join NATO any time soon.,Russia,NONE,Ukraine,NONE,Train
"The goal of Ukraine is to avoid future wars with Russia - that's why it wants to join NATO, the goal of NATO is to deter and contain Russia and the goal of Russia is to deter and contain NATO. They all want to avoid WW3, it would be ridiculous if trying to prevent WW3 caused WW3.",Russia,NONE,Ukraine,NONE,Train
But I'll say it: Russia is doing really bad things in Ukraine. Probably a ton of war crimes. This does not excuse war crimes in response. Does this make my criticism more valid? I do not think so.,Russia,AGAINST,Ukraine,FAVOR,Train
"The United States, Ukraine and Russia did not sign non-cluster munitions treaty. Also, Russia has been using cluster munitions since day one of the invasion. Also, no one talks about the endless amounts of landmines Russian is employing.",Russia,AGAINST,Ukraine,FAVOR,Train
Let me guess¡­. Admitting Ukraine into NATO and declaring war on Russia?,Russia,NONE,Ukraine,NONE,Train
When should Ukraine be admitted? While it is still at war? Article 5 would require NATO to intervene militarily. Russia could remain in the Dombas indefinitely.,Russia,AGAINST,Ukraine,FAVOR,Train
"Fuck Russia, Ukraine needs to join NATO, even Putin isn't dumb enough to fight the entire world.",Russia,AGAINST,Ukraine,FAVOR,Train
You mean the Russian war. Ukraine did not invade Russia. They are fighting for their country and I am proud that my country is supporting they right to exist.,Russia,AGAINST,Ukraine,FAVOR,Train
Where were you when Russia is constantly bombing Ukraine with Cluster Bombs on a daily basis since the beginning. Are you dismayed over that? Or are you Dismayed at the daily bombing of Thermite Munitions. Oh wait it's only because Ukraine will now have them¡­,Russia,AGAINST,Ukraine,FAVOR,Train
this war in ukraine is wild because imagine russia sending defense weapons to hawaii and puerto rico,Russia,NONE,Ukraine,NONE,Train
"How will the U.S. extract itself, if ever, from this conflict, which is looking like a quagmire every day? Ukraine must realize that some territory since 1991 will never be theirs again. Crimea was lost to Russia during the Obama-Putin bromance, and so began the slippery slope.",Russia,FAVOR,Ukraine,AGAINST,Train
"Ukraine has used them in the Donetsk for 9 years, that much is well documented. But you won't be able to find evidence that Russia has used them on civilians.",Russia,FAVOR,Ukraine,AGAINST,Train
"As Biden said today, it wasn't an easy decision. Consider that Russia has been using them on Ukrainian civilians for almost a year now. Ukraine intends to use them to clean out Russians taking cover in trenches, not near civilians but along Russian defense lines.",Russia,AGAINST,Ukraine,FAVOR,Train
Western European man on a quixotic quest to the Russia-Ukraine war shows up a bit too late,Russia,NONE,Ukraine,NONE,Train
Only when Russia removes itself from every inch of Ukraine! You are a coward!,Russia,AGAINST,Ukraine,FAVOR,Train
"Russia hasn't been using cluster munitions in Ukraine. It was the Ukrainian army, they used Soviet era cluster munitions against ccivilians in Donezk.",Russia,FAVOR,Ukraine,AGAINST,Train
"I'm also for people to not die.. Russia can get the fuck out of Ukraine any time it wants. However Putin wants to wipe Ukraine off the map, so we should help prevent that from happening",Russia,AGAINST,Ukraine,FAVOR,Train
This is what's so irritating about this. You see someone having even a slight anxiety over one particular aspect of the war and suddenly think that means they are Jimmy Dore reactionaries who love Russia and want to see Ukraine liberated from Gender or something. Not serious!,Russia,NONE,Ukraine,NONE,Train
"Russia attacked Ukraine because it maybe join the NATO,but Russia don't attack Turkiye because it had been joined in the NATO.",Russia,FAVOR,Ukraine,AGAINST,Train
"Winning is not the point for the US, they are fully prepared to sacrifice Ukraine to the heroic war against Russia. The war in Europe opens up very interesting opportunities for the US military and gas industry, in fact it's an economic gold mine with no casualties of its own.",Russia,NONE,Ukraine,NONE,Train
How can Russia reverse-engineer it? All their engineers planted sunflowers in Ukraine or have left Russia.,Russia,AGAINST,Ukraine,NONE,Train
Japan rekt them and the odds were longer than with Ukraine. Not promising for Russia.,Russia,AGAINST,Ukraine,FAVOR,Train
"I'm 51. I was raised to think that the USSR (Russia) was the biggest, badass boogeyman in history. Songs, movies, books, teacher, politicians, and parents all said so. Ukraine has been kicking their butt for over a year. I think we'll be okay.",Russia,AGAINST,Ukraine,FAVOR,Train
You mean when Ukraine responded to terrorists funded and supplied by russia ? After russia illegally annexed Crimea? Where were you then?,Russia,AGAINST,Ukraine,FAVOR,Train
Russia is using them in Ukraine¡­.. wsj reporting¡­,Russia,AGAINST,Ukraine,FAVOR,Train
Ukraine isn't losing. It's a stalemate with Ukraine making small gains at the moment. The only major gains Russia made were during the first few weeks of the war when Ukraine had little western aid. Zelensky had to beg Trump for some basic Javelin anti-tank missiles in 2019.,Russia,AGAINST,Ukraine,FAVOR,Train
Dems are warmongers. They're itching for war against Russia so they're pushing for Ukraine into NATO.,Russia,NONE,Ukraine,NONE,Train
Why aren't you mentioning the part where Russia has been using it in Ukraine?,Russia,AGAINST,Ukraine,FAVOR,Train
You want common sense gun laws but yet you're providing Ukraine with banned bombs!! Are you snorting the sugar booger powder? I wonder how Russia will respond! You're are wanting WW3 to happen. You are the lowest form of human on this planet,Russia,FAVOR,Ukraine,AGAINST,Train
"So you'll let Ukraine fight with a knife whilst Russia has a gun, as long as your conscience is clear?",Russia,AGAINST,Ukraine,FAVOR,Train
"Why amplify the message? Refuting it as a reply wouldn't so strongly promote it. Muting helps, blocking sinks the writer back. Its doubtful backers of Russia today can be reasoned with any more than Nazis, sadly. They live in a different world. Their minds seem to be broken.",Russia,NONE,Ukraine,NONE,Train
"If Trump Isolationists Ruled the #USA, The USA would Cease to Exist #MAGA #Ukraine #Russia",Russia,NONE,Ukraine,NONE,Train
"She was destabilizing the Freedom Caucus, so they kicked her out to restore peace. Hey, if Russia is kicked out of Ukraine, it'll probably restore peace.",Russia,AGAINST,Ukraine,FAVOR,Train
"The US guaranteed, along with the UK and Russia, the security of Ukraine IF Ukraine gave up it bombers and nukes, which it did! So it is the duty of the US & the UK to help Ukraine remove Russia from its lands! Putin would never have invaded if Ukraine had been nuclear armed!",Russia,AGAINST,Ukraine,FAVOR,Train
"The US guaranteed, along with the UK and Russia, the security of Ukraine IF Ukraine gave up it bombers and nukes, which it did! So it is the duty of the US & the UK to help Ukraine remove Russia from its lands! Putin would never have invaded if Ukraine had been nuclear armed!",Russia,AGAINST,Ukraine,FAVOR,Train
"It's a sign of improvisation, Nato supplies ukraine with new equipment, and because of the sanctions russia faces problems with the production. To still manage to supply their forces enough, they also use old equipment. But they use it differently, like we see as kamikaze tank.",Russia,NONE,Ukraine,NONE,Train
Let's take this day to remember that maybe ukraine and russia wouldnt be killing eachother if they had a black friend.,Russia,NONE,Ukraine,NONE,Train
"""NATO Secretary General Jens Stoltenberg, referring early in the war to Russia's use of cluster munitions and thermobaric vacuum bombs in its aggression against Ukraine, said, ""This is brutality, this is inhumane, and this is violating international law.""",Russia,AGAINST,Ukraine,FAVOR,Train
"The south seceding from the union....oops no they didn't we fought a bloody war and 620,000 died. P.S. Ukraine was part of the Russian Empire for centuries and a large number speak Russia.",Russia,FAVOR,Ukraine,AGAINST,Train
Why don't you go fight for Russia. You're already a anti democracy fascist. You will fit right in and make great sunflowers in Ukraine,Russia,FAVOR,Ukraine,AGAINST,Train
Every member of Congress that supports the Russia-Ukraine War should go over there and fight in the Russia-Ukraine War.,Russia,NONE,Ukraine,NONE,Train
Russia has apparently been running out of shells for a year now. Ukraine will be okay,Russia,AGAINST,Ukraine,FAVOR,Train
"So just let Russia keep bombing,killing and kidnapping children in Ukraine, like Hitler did?",Russia,AGAINST,Ukraine,FAVOR,Train
"With what would be the question. Putin's accounts should be tracked down, and emptied to pay for Ukraine, but if Russia's state treasury is not empty already, it will be soon.",Russia,AGAINST,Ukraine,FAVOR,Train
"By the way, under the current plan, Ukraine would not become a member of NATO until the current hostilities with Russia are over. Also, you already have former Soviet republics that are members - Latvia, Estonia, and Lithuania.",Russia,NONE,Ukraine,NONE,Train
"More people support the war in the Ukraine than not. Those who don't are Putin lovers, and they belong in Russia.",Russia,AGAINST,Ukraine,FAVOR,Train
"Bad example. It's the old saying, don't take a knife to a gunfight. Not supplying Ukraine with what they need whilst Russia has them, is just letting Russia win. All do you can keep your conscience clear.",Russia,FAVOR,Ukraine,AGAINST,Train
America does support this. Russia needs to get the hell out of Ukraine.,Russia,AGAINST,Ukraine,FAVOR,Train
"Yes russia bad because they are invading their neighbors Cluster munitions used by Russia is morally wrong, and Ukraine using the same weapons is morally justified because they are defending their country I understand pointing it out but it's a simple concept.",Russia,AGAINST,Ukraine,FAVOR,Train
